"1,80615,42887,42886,""{115114,158955}"",""{0,1}"",50,2,3,f"
"2,80616,42888,42889,""{135749,36556,24663}"",""{0,1,2}"",80,2,1,f"
"3,80617,42890,42891,""{115087,86965,35828,112493,64102,15254,104859,2358,15253,123000,156389,86964,40901,161426,138168,115086,86963,25544,33228,99750,143322,151127,61591,151126,48679,48678,59906,159873,136587,116105,110874,75405,118822}"",""{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}"",70,2,3,f"
"4,80618,42891,42890,""{118822,75405,110874,116105,136587,159873,59906,48678,48679,151126,61591,151127,143322,99750,33228,25544,86963,115086,138168,161426,40901,86964,156389,123000,15253,2358,104859,15254,64102,112493,35828,86965,115087}"",""{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}"",70,2,3,f"
"5,80619,42892,78404,""{58880,28101,148443}"",""{0,1,2}"",50,2,1,f"
"6,80620,42894,42895,""{13040,84808}"",""{0,1}"",50,2,3,f"
"7,80621,42897,42896,""{105236,36183,148838}"",""{0,1,2}"",50,2,3,f"
"60,80674,42869,42854,""{91677,155912,122545,35356,107023,157107}"",""{0,1,2,3,4,5}"",50,1,2,f"
"1420,82035,44398,43454,""{114257,76196}"",""{0,1}"",50,1,3,f"
"8,80622,42898,42899,""{113565,117515,137860,99433,53387}"",""{0,1,2,3,4}"",70,1,1,f"
"9,80623,42901,42900,""{139033,36702,65014,29062}"",""{0,1,2,3}"",60,2,2,f"
"10,80624,42902,42903,""{19700,21328}"",""{0,1}"",80,2,0,f"
"11,80625,42904,42902,""{53219,150477}"",""{0,1}"",80,2,0,f"
"1421,82036,44399,44398,""{19503,83612}"",""{0,1}"",50,1,3,f"
"12,80626,42905,42906,""{13278,102886,115718}"",""{0,1,2}"",110,2,1,f"
"13,80627,42907,42905,""{131357,77520,110503}"",""{0,1,2}"",110,2,1,f"
"14,80628,42908,42909,""{97872,51809,46584}"",""{0,1,2}"",110,2,1,f"
"15,80629,42911,42910,""{69921,110569,75127}"",""{0,1,2}"",80,2,3,f"
"16,80630,42912,42913,""{56966,131395,80038,154374,100410,157008,113127,100409,149150,59567}"",""{0,1,2,3,4,5,6,7,8,9}"",50,2,2,f"
"17,80631,42913,42912,""{59567,149150,100409,113127,157008,100410,154374,80038,131395,56966}"",""{0,1,2,3,4,5,6,7,8,9}"",50,2,2,f"
"18,80632,42914,42907,""{8224,123627,77519}"",""{0,1,2}"",110,2,1,f"
"19,80633,42916,42915,""{130457,38067,66417,112190,56017,130458,58611}"",""{0,1,2,3,4,5,6}"",50,2,3,f"
"20,80634,42909,42917,""{5571,102887,15601}"",""{0,1,2}"",110,2,1,f"
"21,80635,42915,42918,""{109695,96980}"",""{0,1}"",50,2,3,f"
"22,80636,42920,42919,""{56350,6791,365}"",""{0,1,2}"",80,2,1,f"
"23,80637,42921,42922,""{54346,128819,56994,108091}"",""{0,1,2,3}"",60,2,3,f"
"119,80733,43055,43054,""{17327,145446}"",""{0,1}"",50,2,3,f"
"24,80638,42922,42921,""{108091,56994,128819,54346}"",""{0,1,2,3}"",60,2,3,f"
"25,80639,42924,42923,""{110493,54305,26152,64668,131352,56906,46578}"",""{0,1,2,3,4,5,6}"",100,3,0,f"
"26,80640,42925,42926,""{120560,56438,89630,12787,146032,143451,120561,77051,10285,22996,23435,2947,62109}"",""{0,1,2,3,4,5,6,7,8,9,10,11,12}"",50,2,3,f"
"27,80641,42926,42925,""{62109,2947,23435,22996,10285,77051,120561,143451,146032,12787,89630,56438,120560}"",""{0,1,2,3,4,5,6,7,8,9,10,11,12}"",50,2,3,f"
"28,80642,42927,42928,""{20036,125268,99476,53436,130443}"",""{0,1,2,3,4}"",50,1,1,f"
"29,80643,42886,42887,""{81974,92139}"",""{0,1}"",50,2,3,f"
"30,80644,42929,42930,""{54029,48968,151420}"",""{0,1,2}"",110,1,1,f"
"31,80645,42931,42932,""{70003,110603}"",""{0,1}"",100,1,1,f"
"32,80646,42933,42934,""{155926,81530}"",""{0,1}"",50,1,3,f"
"33,80647,42935,42936,""{125926,161787,61902}"",""{0,1,2}"",80,2,2,f"
"34,80648,42936,42935,""{61902,161787,125926}"",""{0,1,2}"",80,2,2,f"
"35,80649,42937,45349,""{157331,100751}"",""{0,1}"",70,2,3,f"
"36,80650,42940,42939,""{41898,26564,105835}"",""{0,1,2}"",70,2,3,f"
"37,80651,42942,42941,""{31269,64656,49250,87549,133815,118478}"",""{0,1,2,3,4,5}"",100,3,0,f"
2527,83156,44472,44447,{67627},{0},50,2,3,f
"245,80859,43208,43195,""{12274,145487,40860}"",""{0,1,2}"",40,2,3,f"
"38,80652,42943,42944,""{107043,158540,40459}"",""{0,1,2}"",50,1,3,f"
"39,80653,42945,42946,""{79367,10107,64067}"",""{0,1,2}"",50,2,3,f"
"40,80654,42948,42947,""{158589,122612,158590,40527}"",""{0,1,2,3}"",50,1,3,f"
"41,80655,42949,42950,""{86786,53552,69100,71750,30570}"",""{0,1,2,3,4}"",90,2,3,f"
"42,80656,42951,42931,""{76667,132955,38048,23612,64835}"",""{0,1,2,3,4}"",50,1,2,f"
"43,80657,42952,42948,""{40526,86609,53354,109621}"",""{0,1,2,3}"",50,1,3,f"
"44,80658,42953,42954,""{42550,88631,72539,69824}"",""{0,1,2,3}"",70,2,3,f"
"45,80659,42956,42955,""{82457,92645,113028,13215,82453}"",""{0,1,2,3,4}"",100,1,1,f"
"46,80660,42958,42957,""{76697,91841,114807}"",""{0,1,2}"",50,2,3,f"
"47,80661,42960,42959,""{67424,110641,13425,83568}"",""{0,1,2,3}"",50,2,3,f"
"48,80662,42961,42962,""{17294,1870}"",""{0,1}"",70,2,3,f"
"49,80663,42963,42964,""{10705,97855,123608,2969,20903}"",""{0,1,2,3,4}"",40,2,0,f"
2183,82806,44933,44429,{160711},{0},70,2,3,f
